created_at,source,original_text,clean_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place
Tue May 25 17:18:24 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@bkshittu @frediecruze I'm not even surprised.,I 'm even surprised,0.1,0.9,en,0,0,aproko_doctor,1117925,9395,,,"bkshittu, frediecruze",Lagos Nigeria
Tue May 25 16:24:04 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @realdanielemeka: Watching your music video on TV would forever be climatic to me ... Permission by @officialdamosh , premiering on MTV…",Watching music video TV would forever climatic ... Permission premiering MTV,0.0,0.0,en,62,10,aproko_doctor,1117925,9395,,,"realdanielemeka, officialdamosh",Lagos Nigeria
Tue May 25 15:46:47 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @PeopleWeySabi: We recently interviewed a couple of women who have used the DMPA-SC (Self-Inject) family planning method and here's what…,We recently interviewed couple women used DMPA-SC Self-Inject family planning method 's,0.0,0.25,en,53,19,aproko_doctor,1117925,9395,,,PeopleWeySabi,Lagos Nigeria
Tue May 25 11:15:53 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @aproko_doctor: Okiriki is back, Ikegwuru will soon annoy the gods https://t.co/XVMopyTmpA",Okiriki back Ikegwuru soon annoy gods,0.0,0.0,en,6701,2602,aproko_doctor,1117925,9395,False,,aproko_doctor,Lagos Nigeria
Tue May 25 10:49:12 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","This new trend of flashing lights that many Okada men put on their bikes in Lagos can trigger seizures in some people.

It's a health hazard. Can lead to accidents.",This new trend flashing lights many Okada men put bikes Lagos trigger seizures people.It 's health hazard Can lead accidents,0.19545454545454544,0.3181818181818182,en,0,0,aproko_doctor,1117925,9395,,,,Lagos Nigeria
Tue May 25 10:43:58 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@adesoji45 @chef_amakaa Chief, we need an inquisition for this particular one",Chief need inquisition particular one,0.16666666666666666,0.3333333333333333,en,0,0,aproko_doctor,1117925,9395,,,"adesoji45, chef_amakaa",Lagos Nigeria
Tue May 25 10:34:18 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@chef_amakaa So you cannot tell them who shot the video abi?,So tell shot video abi,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,,,chef_amakaa,Lagos Nigeria
Tue May 25 10:32:47 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @chef_amakaa: For your eyes only😁 https://t.co/1a7eJB9x7R,For eyes,0.0,0.0,en,1063,127,aproko_doctor,1117925,9395,False,,chef_amakaa,Lagos Nigeria
Tue May 25 09:34:12 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @NaijaObgyn: BLOCKED/DAMAGED FALLOPIAN TUBE(S)

Women have 2 fallopian tubes 

One good fallopian tube is enough to get pregnant 

Block…",BLOCKED/DAMAGED FALLOPIAN TUBE S Women fallopian tubes One good fallopian tube enough get pregnant Block,0.3444444444444444,0.5333333333333333,en,260,128,aproko_doctor,1117925,9395,,,NaijaObgyn,Lagos Nigeria
Tue May 25 09:24:03 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Kits_Shop: Pro Skipping Ropes  

DIY workout

Phone/Whatsapp: 08039562419
Telegram:https://t.co/1mqI8xc4HB
 Pls Send Dm / Nationwide De…",Pro Skipping Ropes DIY workoutPhone/Whatsapp Telegram Pls Send Dm Nationwide De,0.0,0.0,en,51,40,aproko_doctor,1117925,9395,False,,Kits_Shop,Lagos Nigeria
Tue May 25 08:59:38 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @officialdamosh: 🎵Shey you go consider me? 🎵

#Permission Drops this Friday - Super Excited 🐻❤️ https://t.co/wciB92wAgz",Shey go consider Drops Friday Super Excited,0.35416666666666663,0.7083333333333333,en,103,16,aproko_doctor,1117925,9395,False,Permission,officialdamosh,Lagos Nigeria
Tue May 25 08:42:49 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@PrettieAdiela It's in the thread,It 's thread,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,,,PrettieAdiela,Lagos Nigeria
Tue May 25 08:42:17 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@anozie__ngozi Did they try to find out why it happened?,Did try find happened,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,,,anozie__ngozi,Lagos Nigeria
Tue May 25 08:25:36 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @JimisolaCoal: I was in Pri 4 the First time I saw an epileptic child. He was my classmate. They kept putting spoon in his mouth. I had…,I Pri First time I saw epileptic child He classmate They kept putting spoon mouth I,0.25,0.3333333333333333,en,98,17,aproko_doctor,1117925,9395,,,JimisolaCoal,Lagos Nigeria
Tue May 25 08:13:20 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @DrBlack_symp: @aproko_doctor has made health education more comprehensive nowadays.
From the concept of OKIRIKI
to the concept of savag…",made health education comprehensive nowadays.From concept OKIRIKIto concept savag,0.5,0.5,en,186,25,aproko_doctor,1117925,9395,,,"DrBlack_symp, aproko_doctor",Lagos Nigeria
Tue May 25 08:08:26 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @emiyke90: @aproko_doctor Okirikiri keep opening our eyes to the many years of lies and myths about different health challenges.
See, th…",Okirikiri keep opening eyes many years lies myths different health challenges.See th,0.25,0.55,en,129,8,aproko_doctor,1117925,9395,,,"emiyke90, aproko_doctor",Lagos Nigeria
Tue May 25 08:05:10 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Cleopatran_: This doctor is a GOAT...
Message well relayed and received 🥰",This doctor GOAT ... Message well relayed received,0.0,0.0,en,138,14,aproko_doctor,1117925,9395,,,Cleopatran_,Lagos Nigeria
Tue May 25 08:03:09 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I grew up using @PeakMilk for breakfast. It's an OG abeg. Top tier milk.

Peak wants to reward its loyal customers, you'll need to create a 30 second video praising @peakmilk use the hashtag #CelebratingPeakBreakfast and win vouchers. Don't forget to tag @PeakMilk

Share this",I grew using breakfast It 's OG abeg Top tier milk.Peak wants reward loyal customers 'll need create second video praising use hashtag win vouchers Do n't forget tag,0.36666666666666664,0.3666666666666667,en,0,0,aproko_doctor,1117925,9395,,CelebratingPeakBreakfast,"PeakMilk, PeakMilk, PeakMilk",Lagos Nigeria
Tue May 25 07:55:03 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@sunnyelnero Read the thread under the video,Read thread video,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,,,sunnyelnero,Lagos Nigeria
Tue May 25 07:53:29 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@ObyDikeagu Daalu,Daalu,0.0,0.0,in,0,0,aproko_doctor,1117925,9395,,,ObyDikeagu,Lagos Nigeria
Tue May 25 07:47:48 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@ea_uyiosa You dey mind the guy?,You dey mind guy,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,,,ea_uyiosa,Lagos Nigeria
Tue May 25 07:38:59 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Jeffanfield @beckyfrancis_ Lol. You're not okay.,Lol You 're okay,0.275,0.6,en,0,0,aproko_doctor,1117925,9395,,,"Jeffanfield, beckyfrancis_",Lagos Nigeria
Tue May 25 07:37:57 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Ayandayo_: It painful that I have been carrying disgust with me against victim of epilepsy since secondary school.
Thanks for the enlig…",It painful I carrying disgust victim epilepsy since secondary school.Thanks enlig,-0.21875,0.3625,en,108,18,aproko_doctor,1117925,9395,,,Ayandayo_,Lagos Nigeria
Tue May 25 07:30:16 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@__topeh Noted.,Noted,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,,,__topeh,Lagos Nigeria
Tue May 25 07:24:13 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @aproko_doctor: Epilepsy is NOT contagious!
Epilepsy is NOT contagious!
Epilepsy is NOT contagious!
Epilepsy is NOT contagious!
Epilepsy…",Epilepsy NOT contagious Epilepsy NOT contagious Epilepsy NOT contagious Epilepsy NOT contagious Epilepsy,0.0,0.0,en,576,265,aproko_doctor,1117925,9395,,,aproko_doctor,Lagos Nigeria
Tue May 25 07:23:41 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@88millenial @JustKelechi Yes,Yes,0.0,0.0,und,0,0,aproko_doctor,1117925,9395,,,"88millenial, JustKelechi",Lagos Nigeria
Tue May 25 07:22:11 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Final words! 

DO NOT PUT ANYTHING IN THE MOUTH OF SOMEONE WHO IS HAVING A SEIZURE. 

What do you do? 

Lay them on one side, left side preferably
Remove tight clothing eg belts, ties
Take them away from danger

Epilepsy or seizures are not contagious

Pass it ON. RT this thread",Final words DO NOT PUT ANYTHING IN THE MOUTH OF SOMEONE WHO IS HAVING A SEIZURE What Lay one side left side preferablyRemove tight clothing eg belts tiesTake away dangerEpilepsy seizures contagiousPass ON RT thread,-0.05714285714285715,0.3214285714285714,en,0,0,aproko_doctor,1117925,9395,,,,Lagos Nigeria
Tue May 25 07:22:10 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Let's make this clear, a person can have a seizure without having epilepsy, but you can't have epilepsy without having seizures.

Epilepsy is a brain condition that leads to REPEATED OR RECURRENT seizures.",Let 's make clear person seizure without epilepsy ca n't epilepsy without seizures.Epilepsy brain condition leads REPEATED OR RECURRENT seizures,4.625929269271485e-18,0.12777777777777777,en,0,0,aproko_doctor,1117925,9395,,,,Lagos Nigeria
Tue May 25 07:22:10 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Epilepsy can develop at any age, 
But is usually diagnosed in early childhood or in the elderly

Is it hereditary?

If you have a parent whose epilepsy is linked to genetics, that increases your risk to 2 to 5 percent.",Epilepsy develop age But usually diagnosed early childhood elderlyIs hereditary If parent whose epilepsy linked genetics increases risk percent,-0.075,0.275,en,0,0,aproko_doctor,1117925,9395,,,,Lagos Nigeria
Tue May 25 07:22:09 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","a lack of oxygen at birth
diseases such as AIDS and meningitis which infects the coverings of the brain and spinal cord
genetic or developmental disorders affecting the brain
or neurological diseases which basically involve the nervous system",lack oxygen birthdiseases AIDS meningitis infects coverings brain spinal cordgenetic developmental disorders affecting brainor neurological diseases basically involve nervous system,0.0,0.5,en,0,0,aproko_doctor,1117925,9395,,,,Lagos Nigeria
Tue May 25 07:22:09 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","For a lot of people we can't tell what led to their seizures. 
for others:

Brain injury
serious illness or very high fever
a stroke, which is a leading cause of epilepsy in people over age 35
lack of oxygen to the brain
a brain tumor or cyst
Drugs used by the mother...",For lot people ca n't tell led seizures others Brain injuryserious illness high fevera stroke leading cause epilepsy people age lack oxygen braina brain tumor cystDrugs used mother ...,-0.05844444444444443,0.45622222222222214,en,0,0,aproko_doctor,1117925,9395,,,,Lagos Nigeria
Tue May 25 07:22:08 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Some things can trigger a seizure including: 

lack of sleep
illness or fever (high fever)
stress
bright lights, flashing lights, or patterns
caffeine, alcohol, medicines, or drugs
skipping meals, overeating, or specific food ingredients",Some things trigger seizure including lack sleepillness fever high fever stressbright lights flashing lights patternscaffeine alcohol medicines drugsskipping meals overeating specific food ingredients,0.2866666666666667,0.4883333333333333,en,0,0,aproko_doctor,1117925,9395,,,,Lagos Nigeria
Tue May 25 07:22:07 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Other seizures can come with jerky movements that may involve the whole muscles, or their body becoming stiff, they may lose consciousness or sleep immediately after

They may pee or shit on themselves immediately

Most people never remember their seizures,",Other seizures come jerky movements may involve whole muscles body becoming stiff may lose consciousness sleep immediately afterThey may pee shit immediatelyMost people never remember seizures,0.06383928571428571,0.428125,en,0,0,aproko_doctor,1117925,9395,,,,Lagos Nigeria
Tue May 25 07:22:07 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Some people may just be staring blankly into space or being unresponsive or just performing repetitive movements or even as simple as just having a strange taste in their mouth. 

They are in fact having a seizure , it can last from a few seconds to minutes",Some people may staring blankly space unresponsive performing repetitive movements even simple strange taste mouth They fact seizure last seconds minutes,-0.08333333333333333,0.15396825396825398,en,0,0,aproko_doctor,1117925,9395,,,,Lagos Nigeria
Tue May 25 07:22:06 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Epilepsy is a disorder in the brain that causes seizures that are recurrent.

These seizures happen when there is a sudden haphazard rush of electricity or impulses in the brain.

For simplicity, Seizures can either be generalized or focal
Involving all the brain or just part.",Epilepsy disorder brain causes seizures recurrent.These seizures happen sudden haphazard rush electricity impulses brain.For simplicity Seizures either generalized focalInvolving brain part,-0.15,0.26,en,0,0,aproko_doctor,1117925,9395,,,,Lagos Nigeria
Tue May 25 07:22:06 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Epilepsy is NOT contagious!
Epilepsy is NOT contagious!
Epilepsy is NOT contagious!
Epilepsy is NOT contagious!
Epilepsy is NOT contagious!
Epilepsy is NOT contagious!
Epilepsy is NOT contagious!
Epilepsy is NOT contagious!
Epilepsy is NOT contagious!",Epilepsy NOT contagious Epilepsy NOT contagious Epilepsy NOT contagious Epilepsy NOT contagious Epilepsy NOT contagious Epilepsy NOT contagious Epilepsy NOT contagious Epilepsy NOT contagious Epilepsy NOT contagious,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,,,,Lagos Nigeria
Tue May 25 07:00:15 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Okiriki is back, Ikegwuru will soon annoy the gods https://t.co/XVMopyTmpA",Okiriki back Ikegwuru soon annoy gods,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,False,,,Lagos Nigeria
Mon May 24 23:07:12 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@tosinolaseinde Sleep Tosin. Sleep.,Sleep Tosin Sleep,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,,,tosinolaseinde,Lagos Nigeria
Mon May 24 19:52:58 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@trending_medic @elonmusk We don't care anymore.,We n't care anymore,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,,,"trending_medic, elonmusk",Lagos Nigeria
Mon May 24 19:50:17 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@DrZobo Thank you for this thread nwanne.,Thank thread nwanne,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,,,DrZobo,Lagos Nigeria
Mon May 24 19:50:00 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @DrZobo: You have heard that a man can shoot blanks. Ejaculate semen, with few or no sperm cells.

But, did you know that it is also pos…",You heard man shoot blanks Ejaculate semen sperm cells.But know also pos,-0.2,0.1,en,1580,838,aproko_doctor,1117925,9395,,,DrZobo,Lagos Nigeria
Mon May 24 19:47:06 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Uzochukwukwalu2 Nwanne, keep winning!",Nwanne keep winning,0.625,0.75,en,0,0,aproko_doctor,1117925,9395,,,Uzochukwukwalu2,Lagos Nigeria
Mon May 24 19:46:10 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","You see a product you want, you make note of it and start to save up for it.

When your money is complete, that product has added up to 50% of its initial price, now you have to either start afresh or dig into your funds.

That's the reality of so many people here.",You see product want make note start save it.When money complete product added initial price either start afresh dig funds.That 's reality many people,0.19999999999999998,0.3,en,0,0,aproko_doctor,1117925,9395,,,,Lagos Nigeria
Mon May 24 19:25:00 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Veekey_Mani Congratulations,Congratulations,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,,,Veekey_Mani,Lagos Nigeria
Mon May 24 19:16:08 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @olawalesmd: We @_The100kclub are dedicating this week to a massive campaign for Baby Abel who has been diagnosed with a Septal Defect o…,We dedicating week massive campaign Baby Abel diagnosed Septal Defect,0.0,1.0,en,267,528,aproko_doctor,1117925,9395,,,"olawalesmd, _The100kclub",Lagos Nigeria
Mon May 24 19:14:40 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Friends that grow together&gt;&gt;&gt;&gt;&gt;&gt;&gt;,Friends grow together gt gt gt gt gt gt gt,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,,,,Lagos Nigeria
Mon May 24 19:13:44 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @StagPerfumes: Naturally you will leave a lasting impression on people you meet when you smell really really nice. You easily do with St…,Naturally leave lasting impression people meet smell really really nice You easily St,0.2833333333333333,0.5583333333333333,en,47,6,aproko_doctor,1117925,9395,,,StagPerfumes,Lagos Nigeria
Mon May 24 19:07:04 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@ShoeGuyOtis The whole shop! We're talking about eight million pounds here,The whole shop We 're talking eight million pounds,0.25,0.4,en,0,0,aproko_doctor,1117925,9395,,,ShoeGuyOtis,Lagos Nigeria
Mon May 24 15:40:37 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@thewilfem Look at this foodlum trying to sneak this in,Look foodlum trying sneak,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,,,thewilfem,Lagos Nigeria
Mon May 24 15:17:01 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@urchilla01 Lol. They leave the part out where the Bible says honor your wives. I have never so much issue about headhsip as on this app. It's tiring.,Lol They leave part Bible says honor wives I never much issue headhsip app It 's tiring,0.5,0.44999999999999996,en,0,0,aproko_doctor,1117925,9395,,,urchilla01,Lagos Nigeria
Mon May 24 15:13:40 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@EngrBee1092 Lol. You're a funny human being. Next time when you're in that position, slap people you're interviewing, let's see what happens to you.",Lol You 're funny human Next time 're position slap people 're interviewing let 's see happens,0.2625,0.45,en,0,0,aproko_doctor,1117925,9395,,,EngrBee1092,Lagos Nigeria
Mon May 24 14:25:38 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@BodesPen_ @realdanielemeka Doesn't mean he was right.,Does n't mean right,-0.01339285714285715,0.6116071428571428,en,0,0,aproko_doctor,1117925,9395,,,"BodesPen_, realdanielemeka",Lagos Nigeria
Mon May 24 14:15:36 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Kits_Shop: Adidas Ozweego Prene Trainers

Made with the PU Liner

Promo: 10% Discount_
Phone/Whatsapp: 08039562419
Telegram:https://t.c…",Adidas Ozweego Prene TrainersMade PU LinerPromo Discount_Phone/Whatsapp Telegram,0.0,0.0,en,151,86,aproko_doctor,1117925,9395,,,Kits_Shop,Lagos Nigeria
Mon May 24 14:12:54 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@oka4or Yes o. According to his logic. The argument has been on the poor food for the price, not necessarily the price.",Yes According logic The argument poor food price necessarily price,-0.2,0.8,en,0,0,aproko_doctor,1117925,9395,,,oka4or,Lagos Nigeria
Mon May 24 14:10:45 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@victoria_nzeh Their door fell and dented my car in Ikeja so no I'm not recommending them. 😑,Their door fell dented car Ikeja I 'm recommending,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,,,,Lagos Nigeria
Mon May 24 14:03:06 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@chizom_ @loistruly Common sense o! Except you have way more than that are are willing to blow it all. Then do you,Common sense Except way willing blow Then,0.125,0.5833333333333334,en,0,0,aproko_doctor,1117925,9395,,,"chizom_, loistruly",Lagos Nigeria
Mon May 24 13:52:53 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@iamjohnreuben How about when husbands were asked to honor their wives. What does it mean to honor?,How husbands asked honor wives What mean honor,-0.3125,0.6875,en,0,0,aproko_doctor,1117925,9395,,,iamjohnreuben,Lagos Nigeria
Mon May 24 13:51:02 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@wakawaka_doctor Lmao. We know you! 😂😂😂,Lmao We know,0.75,1.0,en,0,0,aproko_doctor,1117925,9395,,,wakawaka_doctor,Lagos Nigeria
Mon May 24 13:50:39 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I'm not always right o. Sometimes, I dey misyarn. What matters is I learn and continue. https://t.co/0jGXfflEoj",I 'm always right Sometimes I dey misyarn What matters I learn continue,0.2857142857142857,0.5357142857142857,en,0,0,aproko_doctor,1117925,9395,False,,,Lagos Nigeria
Mon May 24 13:35:38 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@michaelpacific What is äbsolute power""? PLease explain",What bsolute power '' PLease explain,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,,,michaelpacific,Lagos Nigeria
Mon May 24 13:35:16 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@Oladejiart1 Where did I talk about competing here?,Where I talk competing,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,,,Oladejiart1,Lagos Nigeria
Mon May 24 13:30:51 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@madebycharles what if them lie give your mama?,lie give mama,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,,,madebycharles,Lagos Nigeria
Mon May 24 13:30:26 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@FEMMY466 @olawalesmd Lmao, I was not around that is why",Lmao I around,0.6,1.0,en,0,0,aproko_doctor,1117925,9395,,,"FEMMY466, olawalesmd",Lagos Nigeria
Mon May 24 13:25:18 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@JasonNjoku This is disturbing... Country of origin maybe?,This disturbing ... Country origin maybe,-0.5,0.8,en,0,0,aproko_doctor,1117925,9395,,,JasonNjoku,Lagos Nigeria
Mon May 24 13:24:09 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Many Christians hammer on ""Wives, submit to your husbands while conveniently leaving out verse 21 that says ""Submit one to another""

The submission is a two-way submission. Your wife is not your employee. You should serve one another and put each other's needs before yours.",Many Christians hammer `` Wives submit husbands conveniently leaving verse says `` Submit one another '' The submission two-way submission Your wife employee You serve one another put 's needs,0.1875,0.4375,en,0,0,aproko_doctor,1117925,9395,,,,Lagos Nigeria
Mon May 24 12:56:46 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@RicHassani Ric what is this please? Don't bring shame to we 30 plus please.,Ric please Do n't bring shame plus please,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,,,RicHassani,Lagos Nigeria
Mon May 24 12:37:28 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@trending_medic @kusssman I nearly cry. Before e go go back ehen... Make we dey watch sha,I nearly cry Before e go go back ehen ... Make dey watch sha,0.05,0.2,en,0,0,aproko_doctor,1117925,9395,,,"trending_medic, kusssman",Lagos Nigeria
Mon May 24 12:29:51 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@trending_medic E go pump,E go pump,0.0,0.0,tl,0,0,aproko_doctor,1117925,9395,,,trending_medic,Lagos Nigeria
Mon May 24 12:17:43 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Auntyfeyi Lmao. You know this.,Lmao You know,0.6,1.0,en,0,0,aproko_doctor,1117925,9395,,,Auntyfeyi,Lagos Nigeria
Mon May 24 12:13:00 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@KingEsene What is this travesty?,What travesty,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,,,KingEsene,Lagos Nigeria
Mon May 24 12:09:12 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @realdanielemeka: Nonso o ... you’re about to be rich, what’s my percentage here Abeg??? https://t.co/G4hTO0qspX",Nonso ... youre rich whats percentage Abeg,0.375,0.75,en,146,29,aproko_doctor,1117925,9395,False,,realdanielemeka,Lagos Nigeria
Mon May 24 12:09:11 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@realdanielemeka Lmao. Now wey Sapa dey?,Lmao Now wey Sapa dey,0.6,1.0,ht,0,0,aproko_doctor,1117925,9395,,,realdanielemeka,Lagos Nigeria
Mon May 24 12:06:57 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@the5actor This too.,This,0.0,0.0,en,0,0,aproko_doctor,1117925,9395,,,the5actor,Lagos Nigeria
Mon May 24 12:04:59 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","If I want value for my money, places I've actually visited and tasted their food.

Mainland: Jevinik
Island: Utazi or WaveBeach",If I want value money places I 've actually visited tasted food.Mainland JevinikIsland Utazi WaveBeach,0.0,0.1,en,0,0,aproko_doctor,1117925,9395,,,,Lagos Nigeria
Mon May 24 12:02:26 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Healththesis Happy birthday,Happy birthday,0.8,1.0,en,0,0,aproko_doctor,1117925,9395,,,Healththesis,Lagos Nigeria
